celltype_HCA_fine,source_study,source_doi,author_label,n_cells
Mesen_UterotubalJunctionFibs,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,64
Mesen_UterotubalJunctionFibs,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,2
Mesen_UterusFibs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Uterus Mese,23326
Mesen_UterusFibs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,778
Mesen_UterusFibs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_mesen_Fetal,9
Mesen_UterusFibs_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Extragonadal_CE,3
Mesen_UterusLig_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Uterus Lig,8383
Mesen_UterusLig_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,541
Mesen_UterusLig_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_lig_Fetal,262
Mesen_UterusLig_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,5
Mesen_UterusSMCs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Uterus SmMu,5168
Mesen_UterusSMCs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,SMCs,20
Mesen_UterusSMCs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_SMCs_Fetal,12
Mesen_VaginaFib_Lower_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Urogenital Sinus SmMu,4
Mesen_VaginaFib_Lower_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,3
Mesen_VaginaFibs_Upper_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Upper Vagina Mese,6442
Mesen_VaginaFibs_Upper_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,172
Mesen_VaginaSMCs_Lower_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Lower Vagina SmMu,1162
Mesen_VaginaSMCs_Lower_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,PV,1
Mesen_VaginaSMCs_Lower_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_Fetal,1
Mesen_vSMCs_largeArt,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,6837
Mesen_vSMCs_largeArt,celltype_Ulrich2024,10.1073/pnas.2404775121,PV-MYH11_CDKN1A+,6470
Mesen_vSMCs_largeArt,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,pericyte,1894
Mesen_vSMCs_largeArt,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,598
Mesen_vSMCs_largeArt,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV MYH11,75
Mesen_vSMCs_largeArt,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_1b,18
Mesen_vSMCs_medArt,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,25515
Mesen_vSMCs_medArt,celltype_Ulrich2024,10.1073/pnas.2404775121,PV-MYH11_CDKN1A-,4497
Mesen_vSMCs_medArt,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV MYH11,2838
Mesen_vSMCs_medArt,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,1279
Mesen_vSMCs_medArt,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",mPV,405
Mesen_vSMCs_medArt,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,pericyte,62
Meso_GonadalCoelEpi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,CoelEpi_LHX9,1215
Meso_GonadalCoelEpi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Gonadal_CE,555
Meso_GonadalCoelEpi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Coelomic Epi,210
Meso_GonadalCoelEpi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),OSE_Fetal,15
Meso_OSE,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),OSE,33
Meso_OSE_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,OSE,7137
Meso_OSE_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Ovarian_SE,6674
Meso_OSE_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),OSE_Fetal,4264
Meso_OSE_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Coelomic Epi,65
Meso_ParamesoCoelEpi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Coelomic Epi,5183
Meso_ParamesoCoelEpi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,CoelEpi_GATA2,2178
Meso_ParamesoCoelEpi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Epithelial,40
Meso_ParamesoCoelEpi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Gonadal_CE,39
Meso_Peritoneal_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,CoelEpi_GATA2,886
Meso_Peritoneal_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Vas Deferens Mese,868
Meso_Peritoneal_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Extragonadal_CE,451
Meso_Peritoneal_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_lig_Fetal,1
Meso_serosa,celltype_Weigert2025,10.1038/s41467-024-55440-2,fallopian tube secretory epithelial cell,124
Meso_serosa,celltype_Ulrich2024,10.1073/pnas.2404775121,Myoepithelial,48
Meso_serosa,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,secretory cell,20
Neural_Melanocyte_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Schwann,87
Neural_Schwann,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Glia_Adult,425
Neural_Schwann,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,9
Neural_Schwann,celltype_Ulrich2024,10.1073/pnas.2404775121,RUNX3+_Fibroblast,5
Neural_Schwann,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Fibroblast C7,4
Neural_Schwann,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,4
Neural_Schwann_Cyc,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Schwann,1575
Neural_Schwann_Cyc,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,320
Neural_Schwann_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Glia_DHH+,35
Neural_Schwann_Cyc,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Neuroendocrine,11
Neural_Schwann_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Schwann,4976
Neural_Schwann_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,801
Neural_Schwann_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Glia_DHH+,514
Neural_Schwann_Immature,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Schwann,35
Neural_Schwann_Precursor,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Schwann,845
Neural_Schwann_Precursor,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,1
Neural_Schwann_Precursor,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Glia_DHH+,1
Neural_Schwann_myelinating,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Glia_DHH+,8
Neural_SympatheticNeurons_Immature,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Neural,3609
Neural_SympatheticNeurons_Immature,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,701
Neural_SympatheticNeurons_Immature,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Neural_Motor_NEURO_exc_fetal,161
Neural_SympatheticNeurons_Immature,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Neuroendocrine,5
Neural_SympatheticNeurons_Immature_Cyc,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Neural,333
Neural_SympatheticNeurons_Immature_Cyc,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,53
Neural_SympatheticNeurons_Immature_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_mesen_Fetal,2
Neural_SympatheticNeurons_Noradrenergic,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Neural,237
Neural_SympatheticNeurons_Noradrenergic,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Neural,9
